id,name,description,color,layer,connections_count
"memória-store","""Memória"" (Store)","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"moinho-mill","""Moinho"" (Mill)","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"não-somos-indivíduos-isolados-mas-nós-de-uma-rede-interdependente","""Não somos indivíduos isolados, mas nós de uma rede interdependente""","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"o-conhecimento-é-produzido-coletivamente-por-pesquisadores-financiados-por-universidades-públicas-mas-as-editoras-privadas-elsevier-springer-wiley-cercam-esse-conhecimento-e-cobram-us$30-50-por-artigo-isso-é-roubo","""O conhecimento é produzido
                            coletivamente (por pesquisadores financiados por universidades públicas), mas as
                            editoras privadas (Elsevier, Springer, Wiley) cercam esse conhecimento e cobram US$30-50
                            por artigo. Isso é roubo.""","Conceito extraído de: Capítulo 11: A Síntese Informacional","#10b981",0,0
"ok-e-o-que-fazemos-com-tudo-isso","""OK, e o que
                        fazemos com tudo isso?""","Conceito extraído de: Mapa Mental: A Teia Conceitual do Livro","#10b981",0,0
"olá-@marcax-sua-publicidade-está-financiando-site-que-espalha-fake-news-sobre-covid-19-isso-representa-seus-valores","""Olá @MarcaX, sua publicidade está financiando site que espalha fake news sobre COVID-19. Isso representa 
                            seus valores?""","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#ef4444",-1,0
"os-filósofos-apenas-interpretaram-o-mundo-de-diferentes-maneiras-o-que-importa-é-transformá-lo","""Os filósofos apenas
                        interpretaram o mundo de diferentes maneiras; o que importa é transformá-lo.""","Conceito extraído de: Capítulo 1: Introdução ao Marxismo — Mercadoria, Valor e Capital","#10b981",0,0
"período-especial-em-tempos-de-paz","""Período Especial em Tempos de Paz""","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"platform-cooperativism-vs-the-sharing-economy","""Platform Cooperativism vs. the Sharing Economy""","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"platform-cooperativism-challenging-the-corporate-sharing-economy","""Platform Cooperativism: Challenging the Corporate
                                Sharing
                                Economy""","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"por-que-propor-tudo-isso-se-a-china-já-implementou-um-socialismo-digital-de-estado","""Por que propor tudo isso se a China já implementou um 'socialismo digital'
                        de Estado?""","Conceito extraído de: Capítulo 24: Políticas para o Antropoceno Digital","#10b981",0,0
"positivismo-de-dados-é-racionalidade-ultrarracionalista-aplicada-ao-big-data","""Positivismo de dados"" é racionalidade ultrarracionalista aplicada ao
                                        Big Data","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"quanto-tempo-leva-para-produzir-x-esse-é-o-valor-de-x","""Quanto tempo leva para produzir X? Esse é o valor de X.""","Conceito extraído de: Capítulo 5: Marx e a Crítica da Economia Política","#ef4444",-1,0
"search-inside-yourself","""Search Inside Yourself""","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"sequestrados-do-futuro-não-do-passado","""Sequestrados do futuro, não do passado.""","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"socialismo-ou-barbárie","""Socialismo ou
                        barbárie""","Conceito extraído de: Capítulo 24: Políticas para o Antropoceno Digital","#10b981",0,0
"standing-on-the-shoulders-of-giants","""Standing on the shoulders of giants"":","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"the-human-use-of-human-beings","""The Human
                                Use of
                                Human Beings""","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"um-manifesto-ciborgue","""Um
                        Manifesto Ciborgue""","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"uma-pessoa-é-uma-pessoa-através-de-outras-pessoas","""Uma pessoa é uma pessoa através de outras
                        pessoas""","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"umuntu-ngumuntu-ngabantu","""Umuntu ngumuntu ngabantu""","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"we-make-body-image-issues-worse-for-1-in-3-teen-girls","""We make body image issues worse for 1 in 3 teen girls""","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"abra-a-caixa-preta-do-algoritmo","""abra a caixa-preta do algoritmo""","Conceito extraído de: Capítulo 3: Capitalismo Digital — Uma Primeira Aproximação","#10b981",0,0
"acumulação-por-espoliação","""acumulação por espoliação""","Conceito extraído de: Capítulo 1: Introdução ao Marxismo — Mercadoria, Valor e Capital","#10b981",0,0
"amplificador-de-variedade","""amplificador de variedade""","Conceito extraído de: Capítulo 18: Projeto Cybersyn — A Cibernética com Cheiro de Vinho Tinto e Empanadas","#10b981",0,0
"apenas-variedade-pode-absorver-variedade","""apenas variedade pode absorver
                        variedade""","Conceito extraído de: Capítulo 6: Cibernética — Controle, Comunicação e Sociedade","#10b981",0,0
"arma-para-superar-o-capitalismo","""arma para superar o capitalismo""","Conceito extraído de: Capítulo 17: OGAS — A Internet Vermelha da União Soviética","#ef4444",-1,0
"atenuador-de-variedade","""atenuador de variedade""","Conceito extraído de: Capítulo 18: Projeto Cybersyn — A Cibernética com Cheiro de Vinho Tinto e Empanadas","#10b981",0,0
"atleta-quantificado","""atleta quantificado""","Conceito extraído de: Capítulo 15: O Corpo-Atleta na Arena Digital: A Plataformização dos Esportes e Esports","#10b981",0,0
"blat","""blat""","Conceito extraído de: Capítulo 17: OGAS — A Internet Vermelha da União Soviética","#10b981",0,0
"capitalismo-de-vigilância","""capitalismo de
                        vigilância""","Conceito extraído de: Capítulo 1: Introdução ao Marxismo — Mercadoria, Valor e Capital","#ef4444",-1,0
"como-expandimos-esses-espaços-e-defendemos-eles-da-captura-capitalista","""como expandimos esses espaços e
                        defendemos eles da captura capitalista?""","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#ef4444",-1,0
"comunismo-de-guerra-climático","""comunismo de guerra climático""","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#3b82f6",1,0
"contradição-em-processo","""contradição em processo""","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#10b981",0,0
"controle-privado-capitalista-vs-controle-estatal-capitalista","""controle privado capitalista vs. controle estatal-capitalista""","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#ef4444",-1,0
"dark-patterns","""dark patterns""","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"dupla-consciência","""dupla consciência""","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"ecologia-mundo","""ecologia-mundo""","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"ecosocialismo-de-decrescimento","""ecosocialismo de decrescimento""","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"engagement-tempo-de-uso-caíria","""engagement"" (tempo de uso) caíria","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"fazendas-de-talentos","""fazendas de talentos""","Conceito extraído de: Capítulo 15: O Corpo-Atleta na Arena Digital: A Plataformização dos Esportes e Esports","#10b981",0,0
"function-creep","""function creep""","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"gamificação-do-trabalho-alienado","""gamificação do trabalho alienado""","Conceito extraído de: Capítulo 15: O Corpo-Atleta na Arena Digital: A Plataformização dos Esportes e Esports","#ef4444",-1,0
"general-intellect","""general intellect""","Conceito extraído de: Capítulo 8: Trabalho Imaterial, Cognitivo e Afetivo","#10b981",0,0
"gestão-de-emoções","""gestão
                            de emoções""","Conceito extraído de: Capítulo 8: Trabalho Imaterial, Cognitivo e Afetivo","#10b981",0,0
"glocal","""glocal""","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"hegemonia-às-avessas","""hegemonia às avessas""","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"igreja-digital","""igreja digital""","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"influenciador-de-bets","""influenciador de bets""","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"internet-dos-trabalhadores","""internet dos trabalhadores""","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"kit-gay","""kit gay""","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"listas-negras","""listas negras""","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"pessimismo-da-inteligência-otimismo-da-vontade","""pessimismo da inteligência, otimismo da vontade""","Conceito extraído de: Mapa Mental: A Teia Conceitual do Livro","#10b981",0,0
"polo-otimista","""polo
                            otimista""","Conceito extraído de: Capítulo 9: Pós-Operaísmo e a Teoria da Multidão","#10b981",0,0
"polo-pessimista","""polo
                            pessimista""","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#10b981",0,0
"problema-do-mercado-de-casamento","""problema do
                        mercado de casamento""","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"propriedade-social","""propriedade
                                social""","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"propriedade-social","""propriedade social""","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"quatro-baratos","""quatro baratos""","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"que-realidade-queremos-comunicar-—-e-portanto-construir-—-em-conjunto","""que realidade queremos comunicar — e portanto construir — em
                        conjunto?""","Conceito extraído de: Capítulo 29: A Arquitetura Invisível: Como a Comunicação Constrói, Espelha e Transforma a
                    Realidade","#10b981",0,0
"realismo-capitalista","""realismo capitalista""","Conceito extraído de: Capítulo 30: O Salto Dialético: Quando a Filosofia se Torna Ciência e Transforma o Mundo","#ef4444",-1,0
"recusa-do-trabalho","""recusa do
                                trabalho""","Conceito extraído de: Capítulo 7: Marxismo e Tecnologia — Debates Clássicos","#ef4444",-1,0
"revolução-passiva-digital","""revolução passiva
                                digital"":","Conceito extraído de: Capítulo 21: A Inserção Subordinada do Brasil na Globalização Digital","#10b981",0,0
"score-de-cidadão","""score de cidadão""","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"shadowbanning","""shadowbanning""","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"socialismo-de-mercado-com-características-chinesas","""socialismo de mercado com
                        características chinesas""","Conceito extraído de: Capítulo 25: O Dragão Cibernético: China e a Explosão Informacional da Cibernética de Segunda
                    Ordem","#10b981",0,0
"socialismo-de-mercado","""socialismo de mercado""","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"sociedade-contra-o-estado","""sociedade contra o
                        Estado""","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
